价格,新车价,行驶时间,公里数,保养方式,使用类型,所在地,环境标准,年检到期日,保险到期日,depre,city,miles,years,y
16.58,51.34,6年8个月,8.00万公里,4S店定期保养,非营运车,昆明,欧4,2018年02月,2018年02月,0.322945072069,km,8.0,6.5,-0.74027015069
4.98,11.59,6年10个月,7.73万公里,无定期保养,非营运车,昆明,国4,2017年10月,2017年10月,0.429680759275,km,7.73,6.5,-0.283153762827
5.38,7.48,2年7个月,2.06万公里,无定期保养,非营运车,昆明,"国4,国5",2017年10月,2017年10月,0.719251336898,km,2.06,2.16666666667,0.940751029444
17.8,29.29,2年1个月,2.81万公里,无定期保养,非营运车,昆明,"国4,国5",2017年11月,2017年11月,0.607715944008,km,2.81,2.16666666667,0.437721365437
4.1,7.37,5年3个月,6.20万公里,4S店定期保养,非营运车,昆明,欧4,2018年07月,已到期,0.55630936228,km,6.2,5.41666666667,0.226196988801
7.1,13.44,3年10个月,4.40万公里,4S店定期保养,非营运车,昆明,- -,2017年12月,2017年12月,0.528273809524,km,4.4,3.25,0.113216015598
13.6,43.2,9年,7.80万公里,非4S店定期保养,非营运车,昆明,国3,2019年01月,2018年01月,0.314814814815,km,7.8,9.75,-0.777704568588
7.8,31.37,9年2个月,8.00万公里,非4S店定期保养,非营运车,昆明,欧4,2018年08月,2018年08月,0.248645202423,km,8.0,9.75,-1.10585098325
15.1,29.5,5年8个月,6.90万公里,4S店定期保养,非营运车,昆明,欧4,2018年02月,2018年02月,0.51186440678,km,6.9,5.41666666667,0.0474665372389
4.3,13.98,8年4个月,8.50万公里,4S店定期保养,非营运车,昆明,"国3,OBD",2018年06月,2018年06月,0.307582260372,km,8.5,8.66666666667,-0.811446878589
31.8,95.52,7年4个月,9.00万公里,无定期保养,非营运车,昆明,欧4,2017年10月,2017年10月,0.332914572864,km,9.0,7.58333333333,-0.695032195256
5.6,7.71,2年6个月,2.00万公里,非4S店定期保养,非营运车,昆明,国4,2018年12月,2018年01月,0.726329442283,km,2.0,2.16666666667,0.976078650253
4.4,13.22,8年4个月,9.60万公里,非4S店定期保养,非营运车,昆明,国3,2018年06月,2018年06月,0.332829046899,km,9.6,8.66666666667,-0.695417329094
1.99,6.82,6年8个月,5.60万公里,非4S店定期保养,非营运车,昆明,国4,2018年02月,2018年02月,0.291788856305,km,5.6,6.5,-0.886711828928
14.98,22.12,2年10个月,3.85万公里,无定期保养,非营运车,昆明,"国4,国5",2017年11月,2017年11月,0.677215189873,km,3.85,2.16666666667,0.741003201738
18.0,76.48,10年2个月,12.44万公里,无定期保养,非营运车,昆明,欧4,2017年11月,2017年11月,0.235355648536,km,12.44,1.08333333333,-1.17831305755
5.9,13.76,3年1个月,3.80万公里,4S店定期保养,非营运车,昆明,国3,已到期,已到期,0.428779069767,km,3.8,3.25,-0.286834255529
5.68,8.02,2年3个月,4.09万公里,无定期保养,非营运车,昆明,"国4,京5",2017年10月,2017年10月,0.708229426434,km,4.09,2.16666666667,0.886800303363
6.56,15.93,5年11个月,7.30万公里,4S店定期保养,非营运车,昆明,国4,2018年01月,2018年01月,0.411801632141,km,7.3,5.41666666667,-0.356522493294
38.46,97.26,5年8个月,7.00万公里,4S店定期保养,非营运车,昆明,欧4,2018年02月,2018年02月,0.395434916718,km,7.0,5.41666666667,-0.424523114744
29.3,32.0,1年9个月,2.40万公里,4S店定期保养,非营运车,昆明,"国4,国5",2018年01月,2018年01月,0.915625,km,2.4,1.08333333333,2.38433574301
6.88,12.35,2年9个月,2.20万公里,4S店定期保养,非营运车,昆明,国4,2019年01月,2018年01月,0.557085020243,km,2.2,2.16666666667,0.229340035511
5.58,9.11,2年,2.00万公里,4S店定期保养,非营运车,昆明,国5,2018年10月,2017年10月,0.612513721186,km,2.0,2.16666666667,0.457890905448
5.0,12.14,5年7个月,6.12万公里,无定期保养,非营运车,昆明,国4,2017年10月,2017年10月,0.411861614498,km,6.12,5.41666666667,-0.356274863917
12.6,22.99,6年7个月,8.20万公里,非4S店定期保养,非营运车,昆明,国4,2018年03月,2019年03月,0.548064375816,km,8.2,6.5,0.192853008846
15.8,58.51,7年4个月,12.00万公里,非4S店定期保养,非营运车,昆明,欧4,2018年06月,2018年06月,0.27003930952,km,12.0,7.58333333333,-0.99442314482
26.8,104.53,8年5个月,10.00万公里,4S店定期保养,非营运车,昆明,欧4,2018年05月,2018年05月,0.256385726586,km,10.0,8.66666666667,-1.06483939573
17.8,39.84,5年1个月,7.00万公里,无定期保养,非营运车,昆明,欧4,2017年11月,2017年11月,0.446787148594,km,7.0,5.41666666667,-0.213660526987
6.88,29.84,9年7个月,12.00万公里,4S店定期保养,非营运车,昆明,国4,2018年03月,2018年03月,0.230563002681,km,12.0,9.75,-1.20513491951
3.6,6.94,4年5个月,4.85万公里,无定期保养,非营运车,昆明,国4,2017年10月,2017年10月,0.518731988473,km,4.85,4.33333333333,0.0749630384735
6.6,13.44,4年9个月,5.92万公里,无定期保养,非营运车,昆明,"国4,国5",2017年11月,2017年11月,0.491071428571,km,5.92,4.33333333333,-0.0357180826021
1.58,3.91,4年11个月,4.20万公里,4S店定期保养,非营运车,昆明,国4,2019年11月,2017年11月,0.404092071611,km,4.2,4.33333333333,-0.388443420539
5.5,26.36,10年3个月,9.91万公里,无定期保养,非营运车,昆明,国3,2017年10月,2017年10月,0.208649468892,km,9.91,1.08333333333,-1.33308535733
8.8,24.62,7年10个月,5.00万公里,4S店定期保养,非营运车,昆明,国4,2017年12月,2017年12月,0.357432981316,km,5.0,7.58333333333,-0.586523240855
11.86,27.12,6年4个月,8.00万公里,4S店定期保养,非营运车,昆明,欧4,2018年06月,2018年06月,0.437315634218,km,8.0,6.5,-0.252063632287
5.55,11.92,4年8个月,5.90万公里,4S店定期保养,非营运车,昆明,"国4,国5",2018年02月,2018年02月,0.465604026846,km,5.9,4.33333333333,-0.137801541826
7.68,23.0,5年10个月,6.00万公里,4S店定期保养,非营运车,昆明,国4,2018年12月,2018年12月,0.333913043478,km,6.0,5.41666666667,-0.690539617153
3.18,5.62,3年7个月,3.00万公里,4S店定期保养,非营运车,昆明,国4,2018年03月,2018年03月,0.565836298932,km,3.0,3.25,0.264883157487
7.6,19.52,7年1个月,9.00万公里,非4S店定期保养,非营运车,昆明,国4,2019年01月,2018年01月,0.389344262295,km,9.0,7.58333333333,-0.450069414345
2.3,7.37,7年9个月,7.00万公里,非4S店定期保养,非营运车,昆明,国4,2018年01月,2018年01月,0.312075983718,km,7.0,7.58333333333,-0.790431694668
3.08,7.09,5年2个月,4.80万公里,非4S店定期保养,非营运车,昆明,国4,2018年08月,2018年08月,0.434414668547,km,4.8,5.41666666667,-0.263861644333
5.9,15.07,6年,4.87万公里,无定期保养,非营运车,昆明,国3,2017年10月,2017年10月,0.391506303915,km,4.87,6.5,-0.440984935357
8.86,14.31,3年10个月,5.15万公里,无定期保养,非营运车,昆明,国4,2017年10月,2017年10月,0.619147449336,km,5.15,3.25,0.485931155942
7.3,10.74,3年1个月,2.10万公里,非4S店定期保养,非营运车,昆明,国5,2017年09月,2017年09月,0.679702048417,km,2.1,3.25,0.752402876769
1.78,3.23,4年,3.05万公里,无定期保养,非营运车,昆明,国4,2017年10月,2017年10月,0.551083591331,km,3.05,4.33333333333,0.205049807872
15.4,28.11,6年3个月,7.60万公里,4S店定期保养,非营运车,昆明,欧5,2018年07月,2018年07月,0.547847741017,km,7.6,6.5,0.191978424218
15.2,29.5,5年8个月,6.90万公里,4S店定期保养,非营运车,昆明,欧4,2018年02月,2019年02月,0.515254237288,km,6.9,5.41666666667,0.0610358905864
2.75,13.44,10年4个月,10.00万公里,4S店定期保养,非营运车,昆明,国4,2018年07月,2018年07月,0.204613095238,km,10.0,1.08333333333,-1.35770781336
17.5,34.19,4年8个月,6.00万公里,4S店定期保养,非营运车,昆明,欧4,2018年02月,2018年02月,0.51184556888,km,6.0,4.33333333333,0.0473911432557
15.18,30.75,3年9个月,5.02万公里,无定期保养,非营运车,昆明,欧4,2017年11月,2017年11月,0.493658536585,km,5.02,3.25,-0.0253672138784
6.0,12.24,3年1个月,4.00万公里,4S店定期保养,非营运车,昆明,国4,2019年01月,2018年09月,0.490196078431,km,4.0,3.25,-0.0392207131533
5.16,8.56,2年8个月,3.74万公里,无定期保养,非营运车,昆明,"国4,OBD",2017年11月,2017年11月,0.602803738318,km,3.74,2.16666666667,0.417161147871
7.78,9.32,8个月,0.90万公里,4S店定期保养,非营运车,昆明,国5,2018年01月,2018年01月,0.834763948498,km,0.9,8.66666666667,1.61977392176
5.8,11.06,4年3个月,3.80万公里,非4S店定期保养,非营运车,昆明,欧5,2019年07月,已到期,0.524412296564,km,3.8,4.33333333333,0.0977268908028
10.8,16.05,3年5个月,4.80万公里,无定期保养,非营运车,昆明,国4,2017年11月,2017年11月,0.672897196262,km,4.8,3.25,0.721318057527
8.3,22.13,7年2个月,6.80万公里,4S店定期保养,非营运车,昆明,国4,2018年08月,2018年08月,0.37505648441,km,6.8,7.58333333333,-0.510584630874
5.6,10.41,2年2个月,4.26万公里,4S店定期保养,非营运车,昆明,国5,2019年06月,2018年07月,0.537944284342,km,4.26,2.16666666667,0.152069513623
8.6,28.63,7年10个月,7.60万公里,4S店定期保养,非营运车,昆明,国4,2017年12月,2017年12月,0.300384212365,km,7.6,7.58333333333,-0.845468946418
4.46,14.64,7年5个月,9.60万公里,4S店定期保养,非营运车,昆明,,2019年01月,2018年05月,0.304644808743,km,9.6,7.58333333333,-0.82527624509
7.86,8.56,8个月,0.90万公里,4S店定期保养,非营运车,昆明,国5,2018年02月,2018年02月,0.918224299065,km,0.9,8.66666666667,2.41846155038
37.8,49.93,2年8个月,2.40万公里,非4S店定期保养,非营运车,昆明,欧4,2018年01月,2018年01月,0.757059883837,km,2.4,2.16666666667,1.13662737967
4.86,26.03,12年1个月,12.00万公里,无定期保养,非营运车,昆明,国3,2017年10月,2017年10月,0.186707645025,km,12.0,1.08333333333,-1.47154664723
31.5,54.23,3年1个月,3.50万公里,4S店定期保养,非营运车,昆明,"国4,国5",2018年09月,2017年09月,0.580859302969,km,3.5,3.25,0.326301907967
4.8,12.8,5年9个月,6.30万公里,无定期保养,非营运车,昆明,欧4,2017年10月,2017年10月,0.375,km,6.3,5.41666666667,-0.510825623766
4.4,12.9,8年6个月,5.60万公里,无定期保养,非营运车,昆明,国4,2017年10月,2017年10月,0.341085271318,km,5.6,8.66666666667,-0.658461622572
7.5,10.29,3年,4.23万公里,无定期保养,非营运车,昆明,欧4,2017年11月,2017年11月,0.728862973761,km,4.23,3.25,0.988861424709
16.38,28.85,4年1个月,3.60万公里,4S店定期保养,非营运车,昆明,"国4,国5",2017年09月,2017年09月,0.567764298094,km,3.6,4.33333333333,0.272735318733
3.98,7.21,5年4个月,2.83万公里,无定期保养,非营运车,昆明,国4,2017年10月,2017年10月,0.5520110957,km,2.83,5.41666666667,0.208799682062
5.5,24.62,8年1个月,7.00万公里,4S店定期保养,非营运车,昆明,国4,2017年09月,2018年09月,0.223395613323,km,7.0,8.66666666667,-1.24598681538
7.1,14.86,3年9个月,5.34万公里,无定期保养,非营运车,昆明,国4,2017年11月,2017年11月,0.477792732167,km,5.34,3.25,-0.0888875501479
15.2,20.06,2年3个月,2.00万公里,4S店定期保养,非营运车,昆明,"国4,国5",2019年07月,2018年07月,0.757726819541,km,2.0,2.16666666667,1.14025698994
8.6,16.26,3年3个月,3.61万公里,无定期保养,非营运车,昆明,"国4,国5",2017年11月,2017年11月,0.528905289053,km,3.61,3.25,0.115750219507
17.6,40.14,5年1个月,6.80万公里,4S店定期保养,非营运车,昆明,国4,2018年09月,2018年09月,0.438465371201,km,6.8,5.41666666667,-0.247392606568
5.8,26.79,12年1个月,11.94万公里,无定期保养,非营运车,昆明,国3,2017年10月,2017年10月,0.216498693542,km,11.94,1.08333333333,-1.28618821628
10.5,24.4,7年4个月,8.90万公里,4S店定期保养,非营运车,昆明,国4,2018年01月,2018年01月,0.430327868852,km,8.9,7.58333333333,-0.280513582973
7.99,27.46,7年10个月,10.00万公里,4S店定期保养,非营运车,昆明,国4,2017年12月,2017年12月,0.290968681719,km,10.0,7.58333333333,-0.890684059606
20.66,51.55,4年11个月,6.60万公里,4S店定期保养,非营运车,昆明,欧5,2017年11月,2017年11月,0.400775945684,km,6.6,4.33333333333,-0.402233043239
4.55,9.32,5年7个月,7.50万公里,4S店定期保养,非营运车,昆明,国4,2018年03月,2018年03月,0.488197424893,km,7.5,5.41666666667,-0.0472190719374
1.28,5.09,9年11个月,8.00万公里,非4S店定期保养,非营运车,昆明,国2,2017年11月,2017年11月,0.251473477407,km,8.0,9.75,-1.09076911121
9.7,14.43,4年6个月,5.20万公里,4S店定期保养,非营运车,昆明,国4,2018年01月,2018年01月,0.672210672211,km,5.2,4.33333333333,0.718200683005
16.8,32.0,5年10个月,5.00万公里,无定期保养,非营运车,昆明,国4,2017年10月,2017年10月,0.525,km,5.0,5.41666666667,0.100083458557
11.98,21.59,2年7个月,1.80万公里,4S店定期保养,非营运车,昆明,"国4,京5",2018年01月,2018年01月,0.554886521538,km,1.8,2.16666666667,0.220434369705
10.8,12.24,1年8个月,1.50万公里,4S店定期保养,非营运车,昆明,国5,2018年02月,2019年02月,0.882352941176,km,1.5,1.08333333333,2.01490302054
7.4,8.99,1年2个月,0.70万公里,4S店定期保养,非营运车,昆明,"国4,国5",2018年08月,2017年08月,0.823136818687,km,0.7,1.08333333333,1.53774598398
7.98,9.42,10个月,1.30万公里,4S店定期保养,非营运车,昆明,国4,2018年12月,2018年12月,0.847133757962,km,1.3,1.08333333333,1.71229529787
2.6,5.84,7年3个月,8.00万公里,4S店定期保养,非营运车,昆明,"国4,OBD",2018年07月,2018年07月,0.445205479452,km,8.0,7.58333333333,-0.220061884777
7.18,9.98,3年5个月,1.90万公里,4S店定期保养,非营运车,昆明,国4,2018年05月,2019年05月,0.719438877756,km,1.9,3.25,0.941679965879
34.8,47.54,3年5个月,3.80万公里,4S店定期保养,非营运车,昆明,国4,2018年05月,2019年05月,0.732015145141,km,3.8,3.25,1.00487073664
40.75,57.53,2年10个月,3.80万公里,4S店定期保养,非营运车,昆明,欧4,2018年12月,2017年12月,0.708326090735,km,3.8,2.16666666667,0.887268138648
13.68,58.51,8年11个月,10.40万公里,4S店定期保养,非营运车,昆明,欧4,2017年11月,2017年11月,0.233806186977,km,10.4,8.66666666667,-1.18694264597
41.5,57.53,2年4个月,5.00万公里,4S店定期保养,非营运车,昆明,欧4,2018年06月,2018年06月,0.721362767252,km,5.0,2.16666666667,0.951231460615
9.38,17.02,3年6个月,4.80万公里,4S店定期保养,非营运车,昆明,"国4,京5",2018年04月,2018年04月,0.551116333725,km,4.8,3.25,0.20518215984
2.98,16.26,9年9个月,11.00万公里,4S店定期保养,非营运车,昆明,国4,2018年01月,2018年01月,0.183271832718,km,11.0,9.75,-1.49433584353
26.7,54.16,7年3个月,10.20万公里,4S店定期保养,非营运车,昆明,欧4,2018年01月,2018年01月,0.492983751846,km,10.2,7.58333333333,-0.0280668349336
6.28,10.84,3年8个月,3.90万公里,4S店定期保养,非营运车,昆明,"国4,OBD,国5",2018年01月,2018年01月,0.579335793358,km,3.9,3.25,0.320047356954
5.18,9.32,5年2个月,6.80万公里,4S店定期保养,非营运车,昆明,国4,2018年08月,2018年08月,0.555793991416,km,6.8,5.41666666667,0.224109268434
8.6,15.17,5年,6.90万公里,4S店定期保养,非营运车,昆明,国4,2018年10月,2017年10月,0.566908371786,km,6.9,5.41666666667,0.269248370763
5.5,13.0,6年2个月,8.50万公里,4S店定期保养,非营运车,昆明,国4,2018年08月,2018年08月,0.423076923077,km,8.5,6.5,-0.310154928304
7.5,58.62,14年3个月,20.30万公里,4S店定期保养,非营运车,昆明,欧3,2018年07月,2018年07月,0.127942681679,km,20.3,1.08333333333,-1.91927278953
14.8,23.75,3年9个月,5.20万公里,4S店定期保养,非营运车,昆明,国4,2018年01月,2019年01月,0.623157894737,km,5.2,3.25,0.502973648483
8.58,11.93,2年3个月,2.70万公里,4S店定期保养,非营运车,昆明,"国4,国5",2019年07月,2019年07月,0.719195305951,km,2.7,2.16666666667,0.940473567663
9.2,12.41,2个月,0.10万公里,4S店定期保养,非营运车,昆明,欧4,2018年08月,2018年08月,0.741337630943,km,0.1,2.16666666667,1.05293254691
6.78,13.01,4年6个月,5.40万公里,4S店定期保养,非营运车,昆明,国4,2019年04月,2019年04月,0.521137586472,km,5.4,4.33333333333,0.0846007691529
18.0,31.67,4年2个月,5.80万公里,4S店定期保养,非营运车,昆明,"国4,国5",2018年08月,2018年08月,0.568361225134,km,5.8,4.33333333333,0.27516810716
8.08,28.74,9年3个月,6.83万公里,无定期保养,非营运车,昆明,国4,2017年09月,2017年09月,0.281141266527,km,6.83,9.75,-0.938807591158
1.78,4.65,7年2个月,10.00万公里,4S店定期保养,非营运车,昆明,国4,2018年08月,2018年08月,0.382795698925,km,10.0,7.58333333333,-0.477698665468
6.2,9.11,2年,2.70万公里,4S店定期保养,非营运车,昆明,国5,2018年01月,2018年01月,0.680570801317,km,2.7,2.16666666667,0.756396210868
23.8,67.08,6年3个月,8.91万公里,无定期保养,非营运车,昆明,欧4,2017年11月,2017年11月,0.354800238521,km,8.91,6.5,-0.598005053861
5.6,10.51,2年3个月,0.60万公里,非4S店定期保养,非营运车,昆明,"国4,国5",2018年07月,2018年07月,0.532825880114,km,0.6,2.16666666667,0.131492655935
12.58,23.75,5年,5.90万公里,4S店定期保养,非营运车,昆明,国4,2018年01月,2018年01月,0.529684210526,km,5.9,5.41666666667,0.118876638191
7.9,20.28,8年7个月,8.50万公里,4S店定期保养,非营运车,昆明,国3,2018年03月,2018年03月,0.389546351085,km,8.5,8.66666666667,-0.449219507783
10.8,32.11,8年1个月,8.00万公里,4S店定期保养,非营运车,昆明,欧4,2017年11月,2017年11月,0.336343818125,km,8.0,8.66666666667,-0.67963031198
11.8,47.98,9年8个月,9.50万公里,无定期保养,非营运车,昆明,国3,2017年09月,2017年09月,0.245935806586,km,9.5,9.75,-1.1204069485
14.5,15.19,11个月,0.60万公里,4S店定期保养,非营运车,昆明,国5,2018年08月,2018年08月,0.954575378539,km,0.6,1.08333333333,3.04521233082
1.97,5.1,4年7个月,6.50万公里,4S店定期保养,非营运车,昆明,国4,2018年03月,2018年03月,0.386274509804,km,6.5,4.33333333333,-0.462999461802
5.8,6.39,10个月,1.00万公里,4S店定期保养,非营运车,昆明,- -,2018年12月,2017年12月,0.907668231612,km,1.0,1.08333333333,2.28549065963
8.5,13.17,2年5个月,3.20万公里,无定期保养,非营运车,昆明,国4,2017年10月,2017年10月,0.645406226272,km,3.2,2.16666666667,0.598907091815
