,GPS导航,city,depre,miles,y,years,上牌城市,上牌时间,主副驾驶安全气囊,事故排查,仪表台指示灯,供油方式,倒车影像系统,倒车雷达,儿童座椅接口,全景天窗,公里数,内部配置,前制动类型,前后排侧气囊,前后排头部气囊,前后排座椅加热,前后电动车窗,前悬挂类型,前轮胎规格,助力类型,卖家报价(万),厂商,发动机,发动机状态,变速箱1,变速箱及转向,变速箱详情,后制动类型,后悬挂类型,后视镜加热,后视镜电动调节,后视镜电动调节.1,后轮胎规格,外观件更换检测,外部配置,多功能方向盘,安全系统,定速巡航,底盘悬架项,总车型,感应后备箱,感应雨刷,排放标准,排放标准.1,排量,整备质量,新车指导价(万),无钥匙启动系统,最大扭矩,最大马力,服务费,机舱项,款式年份,气缸,泡水排查,漆面修复检测,火烧排查,灯光系统,燃料类型,燃油标号,电动吸合门,电动天窗,真皮座椅,空调,级别,缺陷项检测,胎压检测,自动空调,行李容积,车内中控锁,车型1,车身稳定控制,车身结构,轴承,进气形式,钣金修复检测,长宽高,防抱死系统,随车工具,驱动方式,驻车制动类型,高科技配置
354,加装,cq,0.459770114943,8.7,-0.161268147596,2.75,重庆,2014-09,正常/正常,0.0,0.0,多点电喷,加装,标配,标配,无,8.7万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,205/55 R16,机械液压助力,4.0,长安汽车,1.6L 125马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,扭力梁式非独立悬架,标配,标配/标配,标配,205/55 R16,1.0,0.0,标配,0.0,无,0.0,长安逸动 2014款 1.6L 手动豪华型,无,无,国四,国四,1.6,1323,8.7,无,160,125.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,标配,标配,标配,紧凑型车,6.0,无,无,510,标配,长安逸动,标配,4门5座三厢车,2660,自然吸气,4.0,4620/1820/1490,标配,0.0,,-,0.0
355,无,cq,0.593388429752,5.2,0.377990852556,1.58333333333,永川区,2015-11,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,5.2万公里,0.0,通风盘式,正常/无,无/无,无/无,标配,麦弗逊式独立悬架,195/65 R15,机械液压助力,7.18,东风悦达起亚,1.6L 128马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,扭力梁式非独立悬架,无,标配/标配,标配,195/65 R15,0.0,0.0,无,0.0,无,0.0,起亚K3S 2014款 1.6L 自动GL,无,无,国四,国四,1.6,1296,12.1,无,156,128.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型车,0.0,无,无,-,标配,起亚K3S,无,5门5座两厢车,2700,自然吸气,0.0,4365/1780/1460,标配,0.0,,-,0.0
356,无,cq,0.43125,10.4,-0.27675300192,2.75,重庆,2014-09,无/无,0.0,0.0,多点电喷,无,无,无,无,10.4万公里,0.0,盘式,无/无,无/无,无/无,无,麦弗逊式独立悬挂,165/70 R13,无助力,1.38,上汽通用五菱,1.0L 61马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,纵置钢板弹簧,无,无/无,无,165/70 R13,0.0,0.0,无,0.0,无,0.0,五菱之光 2013款 1.0L 实用型,无,无,国四,国四,1.0,-,3.2,无,85,61.0,3000元（车价x4%，最低3000元） ,0.0,2013款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,无,无,加装,微面,4.0,无,无,-,无,五菱之光,无,客车,2500,自然吸气,1.0,3810/1510/1820,无,0.0,,-,0.0
357,无,cq,0.331111111111,13.9,-0.703163958803,4.41666666667,永川区,2013-01,正常/无,0.0,0.0,多点电喷,无,无,无,无,13.9万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,205/60 R16,机械液压助力,2.98,郑州日产,1.6L 106马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,扭力梁式非独立悬架,无,标配/标配,无,205/60 R16,0.0,0.0,无,0.0,无,0.0,东风帅客 2011款 1.6L 手动舒适型7座,无,无,国四,国四,1.6,1440,9.0,无,142,106.0,3000元（车价x4%，最低3000元） ,0.0,2011款,L4,0.0,1.0,0.0,0.0,汽油,92号,无,无,无,标配,MPV,3.0,无,无,-,标配,东风帅客,无,5门7座MPV,2695,自然吸气,1.0,4420/1695/1825,标配,0.0,,-,0.0
358,无,cq,0.475247524752,14.04,-0.0990909026442,3.58333333333,涪陵区,2013-11,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,14.04万公里,0.0,通风盘式,正常/无,无/无,无/无,标配,麦弗逊式独立悬架,215/50 R17,电动助力,4.8,长安汽车,1.6L 125马力 L4,0.0,自动,0.0,4档手自一体变速箱(AT),盘式,扭力梁式后悬架,无,标配/标配,标配,215/50 R17,0.0,0.0,标配,0.0,标配,0.0,长安CS35 2014款 1.6L 自动豪华型 国IV,无,无,国四,国四,1.6,1290,10.1,无,160,125.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,3.0,0.0,0.0,汽油,92号,无,标配,标配,标配,小型SUV,4.0,无,无,-,标配,长安CS35,无,5门5座SUV,2560,自然吸气,3.0,4160/1810/1670,标配,0.0,,-,0.0
359,加装,cq,0.570552147239,6.3,0.284104251104,1.83333333333,涪陵区,2015-08,正常/正常,0.0,0.0,多点电喷,加装,标配,标配,标配,6.3万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,215/50 R17,机械液压助力,9.3,东风悦达起亚,1.8L 143马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,多连杆独立悬架,无,标配/标配,标配,215/50 R17,1.0,0.0,标配,0.0,无,0.0,起亚K4 2015款 1.8L 自动GLS Special,无,无,国四,国四,1.8,1395,16.3,标配,176,143.0,3720元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,5.0,0.0,0.0,汽油,92号,无,标配,无,标配,中型车,4.0,无,标配,525,标配,起亚K4,无,4门5座三厢车,2770,自然吸气,2.0,4720/1815/1465,标配,0.0,,-,0.0
360,标配,cq,0.568493150685,6.25,0.275705881405,1.83333333333,涪陵区,2015-08,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,6.25万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,215/45 R17,电动助力,8.3,北京现代,1.6L 128马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,扭力梁式非独立悬架,标配,标配/标配,标配,215/45 R17,0.0,0.0,标配,0.0,标配,0.0,现代朗动 2015款 1.6L 自动尊贵型,无,无,国四,国四,1.6,1267,14.6,标配,156,128.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,7.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,0.0,无,标配,473,标配,现代朗动,标配,4门5座三厢车,2700,自然吸气,2.0,4570/1775/1445,标配,0.0,,-,0.0
361,标配,cq,0.439393939394,8.25,-0.243622082658,2.16666666667,重庆,2015-04,正常/正常,0.0,0.0,多点电喷,无,标配,无,无,8.25万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,185/55 R15,电动助力,2.9,长安汽车,1.4L 101马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,扭力梁式非独立悬架,标配,标配/标配,标配,185/55 R15,0.0,0.0,标配,0.0,无,0.0,长安CX20 2014款 1.4L 手动天窗导航版 国V,无,无,国五,国五,1.4,1060,6.6,无,131,101.0,3000元（车价x4%，最低3000元） ,0.0,2014款,L4,0.0,5.0,0.0,0.0,汽油,92号,无,标配,无,标配,小型车,1.0,无,无,-,标配,长安CX20,无,5门5座两厢车,2450,自然吸气,4.0,3970/1730/1615,标配,0.0,,-,0.0
362,加装,cs,0.566666666667,3.9,0.268263986595,1.16666666667,邵阳,2016-04,无/无,0.0,0.0,多点电喷,加装,无,无,无,3.9万公里,0.0,盘式,无/无,无/无,无/无,无,麦弗逊式独立悬挂,165/70 R14,无助力,1.7,东风小康,1.0L 68马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,钢板弹簧,无,无/无,无,165/70 R14,0.0,0.0,无,0.0,无,0.0,东风小康K07S 2016款 1.0L 实用型DK10,无,无,国四,国四,1.0,-,3.0,无,-,68.0,3000元（车价x4%，最低3000元） ,0.0,2016款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,无,无,无,微面,2.0,无,无,-,无,东风小康K07S,无,客车,2760,自然吸气,0.0,4070/1560/1910,标配,0.0,,-,0.0
363,无,cs,0.491954022989,8.5,-0.0321866864959,2.25,株洲,2015-03,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,8.5万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,175/70 R14,机械液压助力,4.28,北京现代,1.4L 107马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,扭力梁式非独立悬架,无,标配/标配,标配,175/70 R14,1.0,0.0,无,0.0,无,0.0,现代瑞奕 2014款 1.4L 手动GLX,无,无,国四,国四,1.4,1060,8.7,无,135,107.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,标配,无,标配,小型车,0.0,无,无,375-12,标配,现代瑞奕,无,5门5座两厢车,2570,自然吸气,1.0,4120/1700/1460,标配,0.0,,-,0.0
364,无,cs,0.63768115942,3.8,0.56531380905,1.0,怀化,2016-06,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,3.8万公里,0.0,通风盘式,正常/无,无/无,无/无,无,双叉臂式独立悬架,215/50 R17,机械液压助力,8.8,广汽乘用车,1.5T 152马力 L4,0.0,自动,0.0,7档双离合变速箱(DCT),盘式,多连杆独立悬架,无,标配/标配,标配,215/50 R17,0.0,0.0,标配,0.0,无,0.0,传祺GA6 2016款 235T 自动精英版,无,无,国五,国五,1.5,-,13.8,标配,235,152.0,3520元（车价x4%，最低3500元） ,0.0,2016款,L4,0.0,3.0,0.0,0.0,汽油,92号,无,标配,标配,标配,中型车,3.0,无,无,500,标配,传祺GA6,标配,4门5座三厢车,2720,涡轮增压,0.0,4850/1830/1485,标配,0.0,,-,0.0
365,无,cs,0.655696202532,3.1,0.644173175963,1.0,南昌,2016-06,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,3.1万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,205/55 R16,电动助力,5.18,一汽奔腾,1.6L 109马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,扭力梁式非独立悬架,无,标配/标配,标配,205/55 R16,0.0,0.0,标配,0.0,标配,0.0,奔腾B30 2016款 1.6L 手动豪华型,无,无,国五,国五,1.6,1230,7.9,无,155,109.0,3500元（车价x4%，最低3500元） ,0.0,2016款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,1.0,无,无,480,标配,奔腾B30,标配,4门5座三厢车,2630,自然吸气,0.0,4625/1790/1500,标配,0.0,,-,0.0
366,无,cs,0.517730496454,7.3,0.0709517359723,2.25,张家界,2015-03,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,7.3万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,215/65 R16,机械液压助力,7.3,东风风行,2.4L 165马力 L4,0.0,手动,0.0,6档手动变速箱(MT),盘式,五连杆螺旋弹簧非独立悬架,无,标配/无,标配,215/65 R16,0.0,0.0,无,0.0,无,0.0,东风风行风行CM7 2014款 2.4L 手动商务型,无,无,国四,国四,2.4,-,14.1,无,210,165.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,3.0,0.0,0.0,汽油,92号,无,无,无,标配,MPV,0.0,无,无,-,标配,东风风行风行CM7,无,5门7座MPV,3200,自然吸气,4.0,5150/1920/1925,标配,0.0,,-,0.0
367,无,cs,0.385593220339,15.9,-0.465874235904,4.58333333333,常德,2012-11,正常/正常,0.0,0.0,直喷,无,标配,标配,无,15.9万公里,0.0,通风盘式,正常/无,无/无,标配/无,无,麦弗逊式独立悬架,225/50 R17,电子液压助力,9.1,长安福特,2.0T 203马力 L4,0.0,自动,0.0,6档双离合变速箱(DCT),盘式,后复合连杆独立式,标配,标配/标配,标配,225/50 R17,1.0,0.0,标配,0.0,标配,0.0,福特蒙迪欧-致胜 2011款 2.0L GTDi200豪华型,无,无,国四,国四,2.0,1630,23.6,标配,300,203.0,3640元（车价x4%，最低3500元） ,0.0,2011款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,标配,标配,标配,中型车,3.0,无,标配,450,标配,福特蒙迪欧-致胜,标配,4门5座三厢车,2850,涡轮增压,2.0,4854/1886/1495,标配,0.0,,-,0.0
368,标配,cs,0.497872340426,7.62,-0.00851068966791,2.25,惠州,2015-03,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,7.62万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,215/60 R17,机械液压助力,4.68,东风风行,1.6L 122马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,多连杆独立悬架,标配,标配/标配,标配,215/60 R17,0.0,0.0,标配,0.0,无,0.0,东风风行景逸X5 2015款 1.6L 手动尊享型,无,无,国四,国四,1.6,-,9.4,无,151,122.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,标配,标配,标配,紧凑型SUV,2.0,无,无,570-18,标配,东风风行景逸X5,标配,5门5座SUV,2690,自然吸气,0.0,4382/1835/1739,标配,0.0,,-,0.0
369,无,cs,0.646218487395,4.35,0.602458135823,1.41666666667,永州,2016-01,正常/正常,0.0,0.0,直喷,无,标配,标配,无,4.35万公里,0.0,通风盘式,正常/无,正常/正常,标配/无,无,麦弗逊式独立悬架,215/55 R17,电子液压助力,15.38,东风标致,1.6T 167马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,多连杆独立悬架,标配,标配/标配,标配,215/55 R17,0.0,0.0,标配,0.0,标配,0.0,标致508 2015款 1.6THP 自动致臻版,无,标配,国五,国五,1.6,1565,23.8,标配,245,167.0,6152元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,标配,标配,标配,中型车,0.0,标配,标配,475,标配,标致508,标配,4门5座三厢车,2815,涡轮增压,0.0,4826/1855/1465,标配,0.0,,-,0.0
370,无,cs,0.508333333333,11.5,0.0333364202676,3.75,湘潭,2013-09,正常/正常,3.0,0.0,多点电喷,无,无,标配,无,11.5万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,175/70 R14,电动助力,4.88,一汽-大众,1.6L 110马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,复合扭力梁式非独立悬架,无,标配/标配,无,175/70 R14,0.0,0.0,无,0.0,无,0.0,大众捷达 2013款 1.6L 手动时尚型,无,无,国四,国四,1.6,1120,9.6,无,160,110.0,3500元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型车,2.0,无,无,466,标配,大众捷达,无,4门5座三厢车,2603,自然吸气,5.0,4487/1706/1470,标配,0.0,,-,0.0
371,加装,cs,0.560606060606,13.7,0.243622082658,3.5,岳阳,2013-12,正常/正常,0.0,0.0,多点电喷,加装,标配,无,无,13.7万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬挂,195/60 R15,电动助力,3.7,长安汽车,1.5L 106马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,五连杆式非独立悬架,无,标配/标配,标配,195/60 R15,0.0,0.0,无,0.0,加装,0.0,长安商用欧诺 2012款 1.5L豪华型,无,无,国四,国四,1.5,1325,6.6,无,135,106.0,3500元（车价x4%，最低3500元） ,0.0,2012款,L4,0.0,3.0,0.0,0.0,汽油,92号,无,无,无,标配,微面,4.0,无,无,-,标配,长安商用欧诺,无,客车,2750,自然吸气,0.0,4360/1685/1850,标配,0.0,,-,0.0
372,无,cs,0.45,16.5,-0.200670695462,5.0,宜春,2012-06,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,16.5万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,225/65 R17,机械液压助力,4.68,长城汽车,2.0L 133马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,双横臂式独立悬架,无,标配/标配,标配,225/65 R17,1.0,0.0,无,0.0,无,0.0,哈弗H6 2011款 2.0L 手动两驱都市型,无,无,国四,国四,2.0,1520,10.4,无,186,133.0,3500元（车价x4%，最低3500元） ,0.0,2011款,L4,0.0,1.0,0.0,0.0,汽油,92号,无,无,无,标配,紧凑型SUV,0.0,无,无,808-20,标配,哈弗H6,无,5门5座SUV,2680,自然吸气,4.0,4640/1825/1690,标配,0.0,-,-,0.0
373,加装,cs,0.398461538462,10.7,-0.411879498286,3.5,邵阳,2013-12,正常/正常,0.0,0.0,多点电喷,加装,标配,标配,无,10.7万公里,0.0,通风盘式,正常/无,无/无,无/无,无,麦弗逊式独立悬架,205/60 R16,机械液压助力,5.18,上汽通用雪佛兰,1.6L 117马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,扭力梁式非独立悬架,无,标配/标配,标配,205/60 R16,0.0,0.0,无,0.0,无,0.0,雪佛兰科鲁兹 2012款 1.6L SE MT,无,无,国四,国四,1.6,1360,13.0,无,150,117.0,3500元（车价x4%，最低3500元） ,0.0,2012款,L4,0.0,1.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型车,1.0,无,无,400,标配,雪佛兰科鲁兹,无,4门5座三厢车,2685,自然吸气,0.0,4598/1797/1477,标配,0.0,,-,0.0
374,加装,cs,0.424657534247,4.46,-0.303682413798,1.41666666667,枣庄,2016-01,正常/正常,0.0,0.0,多点电喷,加装,标配,无,无,4.46万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,205/55 R16,机械液压助力,3.1,力帆汽车,1.8L 133马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,扭力梁式非独立悬架,无,标配/标配,标配,205/55 R16,0.0,0.0,无,0.0,无,0.0,力帆720 2013款 1.8L 舒雅标准型,无,无,国四,国四,1.8,1265,7.3,无,168,133.0,3500元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,无,标配,标配,紧凑型车,5.0,无,无,620,标配,力帆720,无,4门5座三厢车,2700,自然吸气,0.0,4700/1765/1490,标配,0.0,,-,0.0
375,无,cs,0.645161290323,6.4,0.597837000756,1.5,益阳,2015-12,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,6.4万公里,0.0,通风盘式,无/无,无/无,无/无,标配,麦弗逊式独立悬架,215/65 R16,机械液压助力,6.0,海马郑州,1.6L 122马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,多连杆独立悬架,无,标配/标配,标配,215/65 R16,0.0,0.0,标配,0.0,无,0.0,海马S5 2015款 1.6L 手动豪华型天窗版,无,无,国五,国五,1.6,1350,9.3,无,160,122.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,0.0,0.0,0.0,汽油,92号,无,标配,无,标配,紧凑型SUV,1.0,无,无,-,标配,海马S5,无,5门5座SUV,2630,自然吸气,0.0,4358/1823/1630,标配,0.0,,-,0.0
376,无,cs,0.602877697842,7.7,0.417470054205,2.33333333333,娄底,2015-02,正常/正常,0.0,0.0,多点电喷,无,标配,标配,无,7.7万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,205/55 R16,机械液压助力,8.38,一汽-大众,1.6L 105马力 L4,0.0,自动,0.0,6档手自一体变速箱(AT),盘式,扭力梁式非独立悬架,标配,标配/标配,标配,205/55 R16,0.0,0.0,无,0.0,标配,0.0,大众宝来 2014款 1.6L 自动舒适型,无,无,国四,国四,1.6,1310,13.9,无,155,105.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,1.0,0.0,0.0,汽油,92号,无,标配,标配,标配,紧凑型车,0.0,标配,无,450,标配,大众宝来,标配,4门5座三厢车,2610,自然吸气,0.0,4523/1775/1467,标配,0.0,,-,0.0
377,标配,cs,0.473684210526,7.35,-0.105360515658,2.41666666667,长沙,2015-01,正常/正常,0.0,0.0,直喷,标配,标配,标配,无,7.35万公里,0.0,通风盘式,正常/正常,正常/正常,标配/无,无,麦弗逊式独立悬架,205/50 R17,电动助力,10.8,比亚迪,1.5T 154马力 L4,0.0,自动,0.0,6档双离合变速箱(DCT),盘式,扭力梁式非独立悬架,标配,标配/标配,标配,205/50 R17,0.0,0.0,标配,0.0,标配,0.0,比亚迪秦 2014款 1.5T 旗舰型,无,无,国四,国四,1.5,1720,22.8,标配,240,154.0,4320元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,0.0,0.0,0.0,插电式混合动力,92号,无,标配,标配,标配,紧凑型车,0.0,标配,标配,300,标配,比亚迪秦,标配,4门5座三厢车,2670,涡轮增压,0.0,4740/1770/1480,标配,0.0,,-,0.0
378,无,cs,0.551724137931,11.8,0.207639364778,2.66666666667,深圳,2014-10,正常/正常,0.0,0.0,多点电喷,无,加装,无,无,11.8万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,185/55 R15,电动助力,4.8,长安福特,1.5L 110马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,扭力梁式非独立悬架,无,标配/标配,标配,185/55 R15,0.0,0.0,无,0.0,无,0.0,福特嘉年华 2013款 三厢 1.5L 手动风尚型,无,无,国四,国四,1.5,1106,8.7,无,140,110.0,3500元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,0.0,0.0,1.0,汽油,92号,无,无,无,标配,小型车,4.0,无,无,470,标配,福特嘉年华,无,4门5座三厢车,2495,自然吸气,1.0,4320/1722/1470,标配,0.0,,-,0.0
379,加装,cs,0.476086956522,11.52,-0.0957252036742,3.58333333333,上饶,2013-11,正常/正常,1.0,0.0,多点电喷,加装,无,标配,无,11.52万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架,175/70 R14,电动助力,4.38,上汽斯柯达,1.6L 110马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,复合扭力梁式非独立悬架,无,标配/无,无,175/70 R14,1.0,0.0,无,0.0,无,0.0,斯柯达昕锐 2013款 1.6L 手动乐选型,无,无,国四,国四,1.6,1120,9.2,无,155,110.0,3500元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,3.0,0.0,0.0,汽油,92号,无,无,加装,标配,紧凑型车,0.0,无,无,466,标配,斯柯达昕锐,无,4门5座三厢车,2603,自然吸气,3.0,4501/1706/1469,标配,0.0,,-,0.0
380,加装,cs,0.538461538462,5.6,0.154150679827,1.16666666667,长沙,2016-04,正常/正常,0.0,0.0,多点电喷,无,无,标配,无,5.6万公里,0.0,通风盘式,无/无,无/无,无/无,无,麦弗逊式独立悬架+横向稳定杆,185/65 R15,电动助力,5.6,东风标致,1.6L 102马力 L4,0.0,手动,0.0,5档手动变速箱(MT),盘式,可变形横梁式准独立后悬架,无,标配/标配,标配,185/65 R15,0.0,0.0,无,0.0,无,0.0,标致301 2014款 1.6L 手动舒适版CNG,无,无,国四,国四,1.6,1225,10.4,无,130,102.0,3500元（车价x4%，最低3500元） ,0.0,2014款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,无,加装,标配,紧凑型车,0.0,无,无,255,标配,标致301,无,4门5座三厢车,2652,自然吸气,0.0,4442/1748/1476,标配,0.0,,-,0.0
381,无,cs,0.558333333333,13.2,0.234400705839,3.08333333333,长沙,2014-05,无/无,0.0,0.0,多点电喷,无,无,无,无,13.2万公里,0.0,盘式,无/无,无/无,无/无,无,麦弗逊式独立悬挂,175/70 R14,液压助力,2.68,上汽通用五菱,1.2L 86马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,钢板弹簧非独立悬架,无,标配/无,无,175/70 R14,2.0,0.0,无,0.0,无,0.0,五菱宏光 2014款 1.2L 基本型,无,无,国四,国四,1.2,-,4.8,无,108,86.0,3000元（车价x4%，最低3000元） ,0.0,2014款,L4,0.0,4.0,0.0,0.0,汽油,92号,无,无,无,标配,微面,6.0,无,无,-,标配,五菱宏光,无,客车,2720,自然吸气,2.0,4305/1680/1750,无,0.0,,-,0.0
382,标配,cs,0.585714285714,8.8,0.346276236718,2.66666666667,长沙,2014-10,正常/正常,0.0,0.0,多点电喷,标配,标配,标配,无,8.8万公里,0.0,通风盘式,正常/无,正常/正常,无/无,标配,麦弗逊式独立悬架,225/65 R17,机械液压助力,7.38,长城汽车,1.5T 150马力 L4,0.0,手动,0.0,6档手动变速箱(MT),盘式,双横臂式独立悬架,标配,标配/标配,标配,225/65 R17,2.0,0.0,标配,0.0,标配,0.0,哈弗H6 2013款 升级版 1.5T 手动两驱精英型,无,标配,国四,国四,1.5,1541,12.6,标配,210,150.0,3500元（车价x4%，最低3500元） ,0.0,2013款,L4,0.0,6.0,0.0,0.0,汽油,92号,无,无,标配,标配,紧凑型SUV,5.0,标配,标配,808-20,标配,哈弗H6,标配,5门5座SUV,2680,涡轮增压,0.0,4640/1825/1690,标配,0.0,-,-,0.0
383,加装,cs,0.733333333333,5.2,1.01160091168,1.58333333333,长沙,2015-11,无/无,0.0,0.0,多点电喷,加装,加装,无,无,5.2万公里,0.0,盘式,无/无,无/无,无/无,无,麦弗逊式独立悬挂,195/70 R15,电动助力,5.28,上汽通用五菱,1.5L 107马力 L4,0.0,手动,0.0,5档手动变速箱(MT),鼓式,钢板弹簧非独立悬架,无,标配/无,无,195/70 R15,0.0,0.0,无,0.0,无,0.0,五菱征程 2015款 1.5L舒适型L3C,无,无,国四,国四,1.5,-,7.2,无,145,107.0,3500元（车价x4%，最低3500元） ,0.0,2015款,L4,0.0,2.0,0.0,0.0,汽油,92号,无,无,无,标配,轻客,0.0,无,无,-,标配,五菱征程,无,客车,3205,自然吸气,0.0,5090/1780/1925,无,0.0,,-,0.0
